age_unscaled,decile_score_unscaled,priors_count_unscaled,sex_Female_unscaled,sex_Male_unscaled,race_African-American_unscaled,race_Asian_unscaled,race_Caucasian_unscaled,race_Hispanic_unscaled,race_Native American_unscaled,race_Other_unscaled,age_scaled,decile_score_scaled,priors_count_scaled,sex_Female_scaled,sex_Male_scaled,race_African-American_scaled,race_Asian_scaled,race_Caucasian_scaled,race_Hispanic_scaled,race_Native American_scaled,race_Other_scaled,predicted_class,true_class,errors,TP,TN,FN,FP,Error_Type,sex,race,Shap_age_basicscaled,Shap_decile_score_basicscaled,Shap_priors_count_basicscaled,Shap_sex_Female_basicscaled,Shap_sex_Male_basicscaled,Shap_race_African-American_basicscaled,Shap_race_Asian_basicscaled,Shap_race_Caucasian_basicscaled,Shap_race_Hispanic_basicscaled,Shap_race_Native American_basicscaled,Shap_race_Other_basicscaled
47.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0247230024978002,0.5218249660902365,-0.5064140725418763,2.0423824727201687,-2.042382472720169,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Female,African-American,-0.06317930319455627,0.03277080548241429,0.09234299417577858,0.007426133774715709,0.00078037258637778,-0.007016382024885388,0.0,0.0004270164626359474,-0.0009175867686280981,0.0007283333409577608,0.0001279008499113843
48.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1088407496788648,-1.2287541379717832,0.3128887126828592,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP,Male,African-American,-0.04467099594876345,-0.1783396313284902,-0.18985691428319115,0.001467766798887169,0.00030555996127077376,-0.013333183485665359,0.0,-0.022868105866764382,0.0008798946380557027,0.0006631944503169507,-0.0007572955776049639
21.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1623384242098773,0.17170914527783263,-0.7112397688480602,2.0423824727201687,-2.042382472720169,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,1.0,1.0,0.0,0.0,1.0,0.0,FN,Female,African-American,-0.06320290988012857,-0.12579133689276203,-0.18514798968266405,-0.002518302220487385,0.0009409991708525923,-0.040521844073300596,0.0,-0.0028882453429105227,0.003775719770710566,0.000557444462319836,-0.001713243989215698
61.0,2.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2023714630327036,-0.8786383171593792,3.3852741572756178,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,1.0,1.0,0.0,0.0,1.0,0.0,FN,Male,African-American,-0.02918280924408464,-0.10087194072826605,-0.1283200874475733,-0.04958618428518093,-0.053450027354119814,0.007959084440299193,0.0,-0.03417226708610542,-0.001864438803459052,0.0005646428695763461,0.0024143102347079547
48.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1088407496788648,-1.2287541379717832,-0.7112397688480602,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Male,African-American,0.15269863766290656,0.05007404914049403,-0.011942179027100793,0.022024585628678324,0.02383023842034163,0.06553014777404315,0.0,0.10882152895115724,0.011190982828557025,0.0011145000177202747,0.005147795738448622
20.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.246456171390942,1.2220566077150445,-0.7112397688480602,2.0423824727201687,-2.042382472720169,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,1.0,1.0,0.0,0.0,1.0,0.0,FN,Female,African-American,0.1921552488510315,0.21170501836852054,-0.023008530701245037,-0.022441878414265374,-0.02463620497699594,0.057901920863587295,0.0,0.07172017114889968,0.007930032861622749,0.00039104167837649583,0.001773461685024813
22.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.078220677028813,-0.17840667553457135,-0.7112397688480602,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,1.0,1.0,0.0,0.0,1.0,0.0,FN,Male,Caucasian,-0.024946869455343402,0.03130544929394091,0.027061276288986847,0.013851090317257331,0.0168561716296972,0.06917858060358412,0.0,0.03235979267894436,0.007008608422183898,0.0007066666829632595,0.00010951988857414107
58.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.95001822148951,0.17170914527783263,-0.3015883762356924,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,1.0,0.0,0.0,0.0,1.0,FP,Male,Caucasian,-0.04613835759455469,-0.12262589794578162,-0.13154870205162297,-0.09265774358282215,-0.06908745478649507,0.012663273675352684,0.0,0.003394733331806492,-0.0023905784240923823,0.0004306666750926524,0.0014503499042984912
23.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9941029298477484,-0.8786383171593792,-0.7112397688480602,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,4.258553570707883,0.0,1.0,1.0,0.0,0.0,1.0,0.0,FN,Male,Other,-0.04324437257377212,-0.036402586568001424,-0.05712344117124303,-0.029648419916284183,-0.010018456062389304,-0.017199066746434254,0.0,-0.022791636094298157,-0.0009084789494227152,0.0004597222409211099,0.0003670238284394145
21.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1623384242098773,0.5218249660902365,-0.7112397688480602,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,1.0,0.0,0.0,0.0,1.0,FP,Male,African-American,-0.03321935873089387,0.1291398532988387,-0.013325254186001985,0.014232538295436825,0.012025369792536367,0.023709306463279064,0.0,-0.018779622753227157,-0.021998871123287245,0.0007001666958967689,0.0010061574537394335
31.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.32116095239923215,-0.5285224963469753,-0.3015883762356924,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,3.2132476956394416,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Male,Hispanic,0.2391849894765437,0.16595443433327092,0.030504933260963298,0.015427929578290787,0.016129571108031086,0.02311093311131117,0.0,0.012068975970178144,0.00507490930496715,0.0008550000214017927,0.0011786052412935532
37.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18354553068715504,-1.2287541379717832,-0.5064140725418763,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,3.2132476956394416,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Male,Hispanic,-0.05332836748315458,-0.03917517413923633,0.24435062346994527,-0.0071201515455686605,0.0058789558782154925,0.006191275405108172,0.0,-0.004731874233475537,0.02959107574999507,0.0006062500084226486,0.0012276666962134186
30.0,6.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.40527869958029666,0.5218249660902365,1.1321914979075949,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP,Male,Caucasian,-0.1411870576439105,-0.11233621262290398,-0.049028908863765534,-0.015383960437357019,-0.010106670609966386,0.011539422457208275,0.0,0.006742429707519477,0.004832467406231444,0.0006436111184302718,-0.002224833275686251
63.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.3706069573948327,-1.2287541379717832,-0.5064140725418763,2.0423824727201687,-2.042382472720169,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,3.2132476956394416,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Female,Hispanic,0.07486663548965225,0.2014926715931142,-0.038950487009133214,0.019705655474863307,0.017575810202761204,0.032759314114882726,0.0,0.04659280272015167,0.011284393082714814,0.0007197103236831026,0.0024437800239320495
35.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015310036325025984,0.8719407869026405,0.3128887126828592,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,3.2132476956394416,-0.05001389467860642,-0.2348215147223741,1.0,0.0,1.0,0.0,0.0,0.0,1.0,FP,Male,Hispanic,-0.08162687783002184,-0.12853372347572076,-0.19443053487888393,0.008152051334909628,0.0054292643199914895,0.021085718496324263,0.0,-0.015552085960371187,-0.007365828295587562,0.0007227976358262822,-0.026640494482890062
58.0,6.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.95001822148951,0.5218249660902365,4.204576942500354,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP,Male,African-American,0.0367476530503518,-0.1285613378618109,-0.017430108696134993,-0.05578211337458924,-0.0902844960654329,-0.012966151704495133,0.0,-0.01056029448587651,-0.0007837263983492449,0.0007290178634866606,0.0008818428232552833
29.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4893964467613612,-0.8786383171593792,0.5177144089890432,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,1.0,0.0,0.0,0.0,1.0,FP,Male,African-American,0.049667871951405686,-0.16364025391641918,-0.15321817484495115,0.001356648285764095,0.0013309910149109782,-0.0785929100564681,0.0,0.005876198437581479,-0.12345347707312612,0.00032777779852040113,-0.0028310479643550933
25.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8258674354856193,-0.5285224963469753,-0.5064140725418763,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Male,African-American,0.05469136756395528,-0.02176164924447221,-0.04103074841761554,0.005916542474733433,0.00951548692297365,0.04264131928342976,0.0,0.021175861402807642,0.008558661731221946,0.0009156944567803294,0.0026812496090860803
59.0,6.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.034135968670575,0.5218249660902365,2.361145675744698,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP,Male,African-American,-0.025656027746372274,-0.02667075312721863,0.13332280739286945,0.0036332054122613045,0.0038661397791292986,0.019681054481297908,0.0,0.019925026948221784,0.003539006542850984,0.0008405555627541616,0.0010092698701191693
22.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.078220677028813,-0.5285224963469753,-0.7112397688480602,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Male,Caucasian,-0.04853639544458929,0.06595687213846758,0.01847874791841605,0.00962602080686338,0.011333237748694956,-0.023348025486538974,0.0,-0.02176527499974327,0.0012748378979449625,0.00044666668982245027,2.3599236737936734e-05
37.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18354553068715504,-1.2287541379717832,0.10806301637667537,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,3.2132476956394416,-0.05001389467860642,-0.2348215147223741,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP,Male,Hispanic,0.045670721987553405,0.05917955728560628,-0.048492590456826294,-0.0011632122123410226,0.010040151365228667,0.05145557096111588,0.0,0.06677410783800951,0.006141300445815432,0.0006296666813432239,0.0004216826103220228
33.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.15292545803710308,-0.8786383171593792,-0.3015883762356924,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Male,Caucasian,-0.07278120566959842,-0.17222275632502715,-0.19297249539013137,0.008061079044273356,0.007643961426147143,-0.0015607230298337526,0.0,0.009232870181585895,-0.008008383765700273,0.0005754166741098743,0.0005225278240686748
41.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5200165194114131,-1.2287541379717832,0.927365801601411,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP,Male,African-American,-0.23011203211881365,-0.12643378321183263,-0.026725942211414805,-0.01460074965867534,-0.00685553394825547,-0.01511160481859406,0.0,0.0071901662537857194,-0.0014187805078108794,0.0006595833390019834,-0.0031010317540494724
22.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.078220677028813,0.8719407869026405,-0.7112397688480602,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,1.0,0.0,0.0,0.0,1.0,FP,Male,Caucasian,0.03294787756714868,-0.04812862374838005,0.015534759888560075,0.010442549015133409,0.015246504975584685,0.021907419127783215,0.0,0.022030123520908093,0.0003247533009562176,0.0011333333444781602,0.000384924680874974
59.0,8.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.034135968670575,1.2220566077150445,2.156319979438514,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP,Male,African-American,0.039224500628388344,0.1847046117260288,-0.010422180390742141,-0.04676588513068054,-0.029710642177997217,0.024248262355304178,0.0,0.03215316352101581,0.007223180262953975,0.00043054168429080164,0.0024047314527888375
29.0,7.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4893964467613612,0.8719407869026405,0.722540105295227,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP,Male,Caucasian,-0.013587447353838798,0.05811947429971042,0.14568190066951503,0.0027496618497752936,0.0037691139819071395,-0.024984688180720697,0.0,-0.010338408041043294,0.0019664681837457463,0.0006122222506382968,-0.0004980151547351853
25.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8258674354856193,-0.8786383171593792,-0.5064140725418763,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,1.0,0.0,0.0,0.0,1.0,FP,Male,African-American,0.09385836739871593,0.15430131142686151,0.11853954413345491,0.00852423394790094,0.012088753116040607,0.004208756125954096,0.0,-6.811538012698293e-05,0.05559019796542998,0.001496500032953918,0.004950731924400316
23.0,9.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9941029298477484,1.5721724285274485,0.10806301637667537,2.0423824727201687,-2.042382472720169,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP,Female,Caucasian,-0.01312954089455161,0.11401341671371483,0.27035275269947306,0.01018941187110613,0.007710434329346753,0.0081183552910079,0.0,0.0029483004243957113,-0.00032164029602427035,0.00098422224575188,0.0026245675106474665
33.0,7.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.15292545803710308,0.8719407869026405,0.3128887126828592,2.0423824727201687,-2.042382472720169,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,1.0,0.0,0.0,0.0,1.0,FP,Female,African-American,0.14326109840450954,0.009021519229136174,0.18604084227017664,0.017594841486716178,0.02041503887019644,0.06187903829202696,0.0,0.05895633369447751,0.003850210769014666,0.000885000005364418,0.0015863580931909382
47.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0247230024978002,-0.8786383171593792,-0.09676267992950852,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Male,Caucasian,-0.10050337351276539,-0.05917268528290151,0.013603121219639434,0.0019061036262428388,0.004760684343345929,-0.00748212847916875,0.0,-0.008839746072335402,-0.002035474911972415,0.0008054762028041296,0.0004483135393820703
30.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.40527869958029666,-1.2287541379717832,-0.7112397688480602,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Male,African-American,0.1502171882500079,0.08791320045273096,0.12087903525733054,0.020685072907144785,0.023969066969002598,0.020557730248838196,0.0,-0.0017610782819429006,0.007074395412782906,0.0009954762164852582,0.0016268667149415706
47.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0247230024978002,-1.2287541379717832,-0.7112397688480602,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Male,Caucasian,-0.17089637107372255,-0.10295120169199436,-0.0979876087111552,-0.005617920967106329,-0.0023163691573427057,0.004195757664092525,0.0,-0.001931433100689901,-0.03694511078410869,0.0006006944586988539,-0.0026601507791201586
49.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1929584968599294,-1.2287541379717832,-0.09676267992950852,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP,Male,African-American,-0.04548006016717409,-0.23415543567360145,-0.16499754767803096,0.0015688316601153928,0.0011754091146576684,0.004860591975957504,0.0,-0.010796371331707633,-0.00045695315042394214,0.0005808333472668892,0.0011909914490024676
28.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5735141939424258,-0.8786383171593792,-0.5064140725418763,-0.4896242566497053,0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN,Male,African-American,-0.15711290977997122,-0.09537338666521464,-0.046010630883683915,0.011029247552796733,0.010895769269409357,-0.032685114517371404,0.0,-0.020963794839663024,0.0039548319138702935,0.0006083333434071392,-0.0008520555014547426
26.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7417496883045548,0.8719407869026405,-0.7112397688480602,-0.4896242566497053,0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,4.258553570707883,1.0,0.0,1.0,0.0,0.0,0.0,1.0,FP,Male,Other,0.02612255552176066,0.12291211264357116,0.041527335206701536,0.014290234710206278,0.011730644196504728,-0.0036947511447942816,0.0,-0.00666721702349605,0.0006633150520792696,0.001325555561343208,0.0008995559705363121
